Semaine épidémiologique,Date SE,année_SE,district,region,date envoi,Prompt District,Compl District,Pop district,Suspicion d'arbovirose,Autre évènement inhabituel nécessitant une alerte,Cas suspect de cholera,Décès maternel,Décès néonatal,Diarrhées aigues chez moins 5ans,Diarrhées aigues chez plus 5ans,Diarrhées aigues,Diarrhée sanglante,Toxi Infection Alimentaire collective (TIAC),Episode d'Intoxication par consommation d'animaux marins (ICAM),Grippe aviaire,Nombre de cas de fièvre (T°37.5C),Paludisme confirmé,Nombre de TDR effectué,Fièvre hémorragique aiguë
40,9/28/20,2020,Ambato Boeni,Boeny,10/6/20,1,1,289101,0,0,0,0,0,72,16,88,14,0,0,,568,233,568,0
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Ambato Boeni,Boeny,10/13/20,1,1,289101,0,0,0,0,0,51,8,59,14,0,0,,423,125,432,0
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Ambato Boeni,Boeny,10/21/20,0,1,289101,0,0,0,0,0,61,15,76,13,0,0,,427,138,428,0
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Ambato Boeni,Boeny,10/27/20,1,1,289101,0,0,0,0,0,73,18,91,14,0,0,,513,130,513,0
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Ambato Boeni,Boeny,11/4/20,0,1,289101,0,0,0,0,0,88,13,101,11,0,0,,547,167,537,0
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Ambato Boeni,Boeny,11/10/20,1,1,289101,0,0,0,0,0,76,13,89,15,0,0,,508,147,489,0
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Ambato Boeni,Boeny,11/17/20,1,1,289101,0,0,0,0,0,80,16,96,20,0,0,,493,147,480,0
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Ambato Boeni,Boeny,11/24/20,1,1,289101,0,0,0,0,0,81,9,90,11,0,0,,455,95,444,0
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Ambato Boeni,Boeny,12/2/20,0,1,289101,0,0,0,0,0,86,11,97,8,0,0,,615,95,584,0
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Ambato Boeni,Boeny,12/9/20,0,1,289101,0,0,0,0,0,48,11,59,4,0,0,,296,59,286,0
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Ambato Boeni,Boeny,12/15/20,1,1,289101,0,0,0,0,0,61,16,77,9,0,0,,392,76,380,0
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Ambato Boeni,Boeny,12/22/20,1,1,289101,0,0,0,0,0,81,15,96,5,0,0,,543,74,521,0
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Ambato Boeni,Boeny,12/29/20,1,1,289101,0,0,0,0,0,68,13,81,7,0,0,,440,71,440,0
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Ambato Boeni,Boeny,1/5/21,1,1,289101,0,0,0,0,0,65,15,80,15,79,0,,421,141,421,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Ambatofinandrahana,Amoron i Mania,1/7/20,1,1,231974,,,,,,21,9,30,1,,,,355,187,311,
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Ambatofinandrahana,Amoron i Mania,1/14/20,1,1,231974,,,,,,54,22,76,10,,,,632,336,570,
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Ambatofinandrahana,Amoron i Mania,1/21/20,1,1,231974,,,,,,40,15,55,8,,,,677,437,625,
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Ambatofinandrahana,Amoron i Mania,1/28/20,1,1,231974,,,,,,34,15,49,4,8,,,736,428,663,
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Ambatofinandrahana,Amoron i Mania,2/4/20,1,1,231974,,,,,,21,7,28,3,,,,472,213,377,
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Ambatofinandrahana,Amoron i Mania,2/11/20,1,1,231974,,,,,,41,23,64,,,,,659,329,597,
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Ambatofinandrahana,Amoron i Mania,2/18/20,1,1,231974,,,,,,41,22,63,2,,,,830,456,760,
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Ambatofinandrahana,Amoron i Mania,2/25/20,1,1,231974,,,,,,25,24,49,6,,,,528,316,470,
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Ambatofinandrahana,Amoron i Mania,3/3/20,1,1,231974,,,,,,37,15,52,2,,,,499,249,403,
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Ambatofinandrahana,Amoron i Mania,3/10/20,1,1,231974,,,,,,39,27,66,3,,,,773,426,651,
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Ambatofinandrahana,Amoron i Mania,3/17/20,1,1,231974,,,,,,24,12,36,3,,,,745,395,597,
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Ambatofinandrahana,Amoron i Mania,3/24/20,1,1,231974,,,,,,16,12,28,3,,,,568,298,479,
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Ambatofinandrahana,Amoron i Mania,3/31/20,1,1,231974,,,,,,41,24,65,2,,,,691,426,614,
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Ambatofinandrahana,Amoron i Mania,4/7/20,1,1,231974,,,,,,21,18,39,,,,,933,484,699,
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Ambatofinandrahana,Amoron i Mania,4/14/20,1,1,231974,,,,,,15,15,30,5,,,,858,495,669,
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Ambatofinandrahana,Amoron i Mania,4/21/20,1,1,231974,,,,,,18,11,29,6,,,,686,401,529,
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Ambatofinandrahana,Amoron i Mania,4/28/20,1,1,231974,,,,,,11,6,17,1,,,,539,248,405,
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Ambatofinandrahana,Amoron i Mania,5/5/20,1,1,231974,,,,,,16,7,23,,,,,555,283,421,
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Ambatofinandrahana,Amoron i Mania,5/12/20,1,1,231974,,,,,,20,3,23,2,,,,730,440,674,
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Ambatofinandrahana,Amoron i Mania,5/19/20,1,1,231974,,,,,,34,11,45,,,,,766,525,724,
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Ambatofinandrahana,Amoron i Mania,5/26/20,1,1,231974,,,,,,43,12,55,4,,,,601,417,572,
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Ambatofinandrahana,Amoron i Mania,6/2/20,1,1,231974,,,,,,40,8,48,5,,,,602,400,565,
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Ambatofinandrahana,Amoron i Mania,6/9/20,1,1,231974,,,,,,49,14,63,7,,,,464,250,439,
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Ambatofinandrahana,Amoron i Mania,6/16/20,1,1,231974,,,,,,42,10,52,3,,,,435,220,407,
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Ambatofinandrahana,Amoron i Mania,6/23/20,1,1,231974,,,,,,60,10,70,3,,,,336,157,305,
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Ambatofinandrahana,Amoron i Mania,6/30/20,1,1,231974,,,,,,38,9,47,1,,,,277,102,253,
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Ambatofinandrahana,Amoron i Mania,7/7/20,1,1,231974,,,,,,97,14,111,8,,,,290,108,261,
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Ambatofinandrahana,Amoron i Mania,7/14/20,1,1,231974,,,,,,123,11,134,5,,,,214,62,187,
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Ambatofinandrahana,Amoron i Mania,7/21/20,1,1,231974,,,,,,81,7,88,1,,,,194,56,167,
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Ambatofinandrahana,Amoron i Mania,7/28/20,1,1,231974,,,,,,47,6,53,1,,,,141,21,123,
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Ambatofinandrahana,Amoron i Mania,8/4/20,1,1,231974,,,,,,22,5,27,1,,,,117,21,106,
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Ambatofinandrahana,Amoron i Mania,8/11/20,1,1,231974,,,,,,20,7,27,4,,,,119,17,106,
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Ambatofinandrahana,Amoron i Mania,8/18/20,1,1,231974,,,,,,19,3,22,2,,,,116,20,98,
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Ambatofinandrahana,Amoron i Mania,8/25/20,1,1,231974,,,,,,26,7,33,4,,,,129,16,103,
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Ambatofinandrahana,Amoron i Mania,9/1/20,1,1,231974,,,,,,10,3,13,1,,,,107,13,95,
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Ambatofinandrahana,Amoron i Mania,9/8/20,1,1,231974,,,,,,19,6,25,,,,,87,13,78,
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Ambatofinandrahana,Amoron i Mania,9/15/20,1,1,231974,,,,,,25,6,31,4,,,,117,12,97,
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Ambatofinandrahana,Amoron i Mania,9/22/20,1,1,231974,,,,,,23,5,28,2,,,,74,19,68,
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Ambatofinandrahana,Amoron i Mania,9/29/20,1,1,231974,,,,,,32,5,37,3,,,,109,23,96,
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Ambatofinandrahana,Amoron i Mania,10/6/20,1,1,231974,,,,,,33,3,36,1,,,,143,38,116,
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Ambatofinandrahana,Amoron i Mania,10/13/20,1,1,231974,,,,,,35,5,40,5,,,,146,40,137,
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Ambatofinandrahana,Amoron i Mania,10/20/20,1,1,231974,,,,,,43,14,57,4,,,,181,47,166,
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Ambatofinandrahana,Amoron i Mania,10/27/20,1,1,231974,,,,,,39,6,45,2,,,,173,58,164,
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Ambatofinandrahana,Amoron i Mania,11/3/20,1,1,231974,,,,,,26,2,28,2,,,,204,85,187,
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Ambatofinandrahana,Amoron i Mania,11/10/20,1,1,231974,,,,,,32,8,40,2,,,,235,84,217,
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Ambatofinandrahana,Amoron i Mania,11/17/20,1,1,231974,,,,,,58,16,74,5,,,,352,133,310,
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Ambatofinandrahana,Amoron i Mania,11/24/20,1,1,231974,,,,,,49,10,59,4,,,,318,180,307,
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Ambatofinandrahana,Amoron i Mania,12/1/20,1,1,231974,,,,,,46,15,61,4,,,,418,193,370,
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Ambatofinandrahana,Amoron i Mania,12/8/20,1,1,231974,,,,,,58,10,68,4,,,,490,263,454,
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Ambatofinandrahana,Amoron i Mania,12/15/20,1,1,231974,,,,,,46,17,63,11,,,,361,165,335,
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Ambatofinandrahana,Amoron i Mania,12/22/20,1,1,231974,,,,,,32,13,45,4,,,,357,166,321,
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Ambatofinandrahana,Amoron i Mania,12/29/20,1,1,231974,,,,,,21,10,31,3,,,,286,123,232,
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Ambatofinandrahana,Amoron i Mania,1/5/21,1,1,231974,,,,,,59,6,65,9,,,,474,228,385,
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Ambatolampy,Vakinankaratra,1/7/20,1,1,294876,0,0,0,0,0,20,19,39,5,0,0,,111,11,85,0
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Ambatolampy,Vakinankaratra,1/14/20,1,1,294876,0,0,0,0,0,33,17,50,8,0,0,,108,5,95,0
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Ambatolampy,Vakinankaratra,1/21/20,1,1,294876,0,0,0,0,0,41,12,53,13,0,0,,131,7,132,0
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Ambatolampy,Vakinankaratra,1/28/20,1,1,294876,0,0,0,0,0,35,13,48,11,0,0,,104,4,94,0
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Ambatolampy,Vakinankaratra,2/4/20,1,1,294876,0,0,0,0,0,27,24,51,7,0,0,,109,4,96,0
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Ambatolampy,Vakinankaratra,2/11/20,1,1,294876,0,0,0,0,0,20,25,45,15,0,0,,156,4,157,0
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Ambatolampy,Vakinankaratra,2/18/20,1,1,294876,0,0,0,0,0,24,20,44,17,0,0,,128,6,128,0
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Ambatolampy,Vakinankaratra,2/25/20,1,1,294876,0,0,0,0,0,28,14,42,16,0,0,,175,14,173,0
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Ambatolampy,Vakinankaratra,3/4/20,0,1,294876,0,0,0,0,0,39,20,59,5,0,0,,166,7,167,0
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Ambatolampy,Vakinankaratra,3/11/20,0,1,294876,0,0,0,0,0,36,20,56,9,0,0,,180,10,179,0
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Ambatolampy,Vakinankaratra,3/17/20,1,1,294876,0,0,0,0,0,36,29,65,13,0,0,,175,2,175,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Ambatolampy,Vakinankaratra,3/24/20,1,1,294876,0,0,0,0,0,39,16,55,11,0,0,,182,2,180,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Ambatolampy,Vakinankaratra,4/1/20,0,1,294876,0,0,0,0,0,18,16,34,1,0,0,,177,3,173,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Ambatolampy,Vakinankaratra,4/9/20,0,1,294876,0,0,0,0,0,38,4,42,6,0,0,,95,3,95,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Ambatolampy,Vakinankaratra,4/14/20,1,1,294876,0,0,0,0,0,13,16,29,3,0,0,,89,3,89,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Ambatolampy,Vakinankaratra,4/21/20,1,1,294876,0,0,0,0,0,17,18,35,1,0,0,,59,2,59,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Ambatolampy,Vakinankaratra,4/29/20,0,1,294876,0,0,0,0,0,14,14,28,1,0,0,,106,0,106,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Ambatolampy,Vakinankaratra,5/5/20,1,1,294876,0,0,0,0,0,32,9,41,4,0,0,,82,1,82,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Ambatolampy,Vakinankaratra,5/13/20,0,1,294876,0,0,0,0,0,35,9,44,6,0,0,,93,1,93,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Ambatolampy,Vakinankaratra,5/19/20,1,1,294876,0,0,0,0,0,34,6,40,5,0,0,,82,2,82,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Ambatolampy,Vakinankaratra,5/26/20,1,1,294876,0,0,0,0,0,32,12,44,3,0,0,,77,5,66,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Ambatolampy,Vakinankaratra,6/3/20,0,1,294876,0,0,0,0,0,27,19,46,3,0,0,,90,1,90,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Ambatolampy,Vakinankaratra,6/10/20,0,1,294876,0,0,0,0,0,53,14,67,2,0,0,,84,0,84,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Ambatolampy,Vakinankaratra,6/17/20,0,1,294876,0,0,0,0,0,36,27,63,7,0,0,,100,0,95,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Ambatolampy,Vakinankaratra,6/23/20,1,1,294876,0,0,0,0,0,40,12,52,5,0,0,,96,1,105,0
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Ambatolampy,Vakinankaratra,7/1/20,0,1,294876,0,0,0,0,0,36,15,51,3,0,0,,96,1,89,0
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Ambatolampy,Vakinankaratra,7/7/20,1,1,294876,0,0,0,0,0,38,20,58,5,0,0,,118,0,115,0
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Ambatolampy,Vakinankaratra,7/14/20,1,1,294876,0,0,0,0,0,42,11,53,5,0,0,,80,0,80,0
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Ambatolampy,Vakinankaratra,7/21/20,1,1,294876,0,0,0,0,0,24,20,44,8,0,0,,84,1,84,0
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Ambatolampy,Vakinankaratra,7/28/20,1,1,294876,0,0,0,0,0,21,14,35,7,0,0,,51,2,51,0
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Ambatolampy,Vakinankaratra,8/4/20,1,1,294876,0,0,0,0,0,32,9,41,2,0,0,,74,0,74,0
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Ambatolampy,Vakinankaratra,8/11/20,1,1,294876,0,0,0,0,0,25,7,32,3,0,0,,64,2,64,0
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Ambatolampy,Vakinankaratra,8/18/20,1,1,294876,0,0,0,0,0,17,12,29,2,0,0,,76,1,76,0
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Ambatolampy,Vakinankaratra,8/25/20,1,1,294876,0,0,0,0,0,14,10,24,11,0,0,,56,0,56,0
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Ambatolampy,Vakinankaratra,9/1/20,1,1,294876,0,0,0,0,0,23,8,31,3,0,0,,85,3,78,0
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Ambatolampy,Vakinankaratra,9/8/20,1,1,294876,0,0,0,0,0,24,11,35,2,0,0,,65,1,65,0
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Ambatolampy,Vakinankaratra,9/15/20,1,1,294876,0,0,0,0,0,26,13,39,2,0,0,,85,0,85,0
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Ambatolampy,Vakinankaratra,9/22/20,1,1,294876,0,0,0,0,0,36,14,50,14,0,0,,94,3,94,0
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Ambatolampy,Vakinankaratra,9/29/20,1,1,294876,0,0,0,0,0,38,16,54,7,0,0,,70,0,70,0
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Ambatolampy,Vakinankaratra,10/6/20,1,1,294876,0,0,0,0,0,42,25,67,11,0,0,,79,0,79,0
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Ambatolampy,Vakinankaratra,10/13/20,1,1,294876,0,0,0,0,0,80,18,98,14,0,0,,99,0,99,0
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Ambatolampy,Vakinankaratra,10/20/20,1,1,294876,0,0,0,0,0,66,18,84,22,0,0,,107,1,107,0
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Ambatolampy,Vakinankaratra,10/28/20,0,1,294876,0,0,0,0,0,91,20,111,22,0,0,,105,0,105,0
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Ambatolampy,Vakinankaratra,11/3/20,1,1,294876,0,0,0,0,0,67,22,89,14,0,0,,88,1,88,0
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Ambatolampy,Vakinankaratra,11/10/20,1,1,294876,0,0,0,0,0,31,18,49,26,0,0,,59,0,59,0
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Ambatolampy,Vakinankaratra,11/17/20,1,1,294876,0,0,0,0,0,56,18,74,21,0,0,,87,0,86,0
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Ambatolampy,Vakinankaratra,11/24/20,1,1,294876,0,0,0,0,0,87,29,116,12,0,0,,84,0,80,0
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Ambatolampy,Vakinankaratra,12/1/20,1,1,294876,0,0,0,0,0,83,25,108,28,0,0,,98,1,95,0
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Ambatolampy,Vakinankaratra,12/8/20,1,1,294876,0,0,0,0,0,93,22,115,12,0,0,,93,0,93,0
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Ambatolampy,Vakinankaratra,12/22/20,0,1,294876,0,0,0,0,0,57,16,73,18,0,0,,87,3,87,0
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Ambatolampy,Vakinankaratra,12/22/20,1,1,294876,0,0,0,0,0,64,12,76,18,0,0,,107,0,107,0
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Ambatolampy,Vakinankaratra,12/29/20,1,1,294876,0,0,0,0,0,43,20,63,15,0,0,,111,0,111,0
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Ambatolampy,Vakinankaratra,1/6/21,0,1,294876,0,0,0,0,0,34,19,53,10,0,0,,126,0,126,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Ambatomainty,Melaky,1/7/20,1,1,47059,,,,,,8,2,10,1,,,,305,158,305,
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Ambatomainty,Melaky,1/14/20,1,1,47059,,,,,,23,10,33,4,,,,363,160,363,
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Ambatomainty,Melaky,1/21/20,1,1,47059,,,,,,20,5,25,1,,,,334,163,334,
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Ambatomainty,Melaky,1/28/20,1,1,47059,,,,,,8,3,11,,,,,226,111,226,
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Ambatomainty,Melaky,2/4/20,1,1,47059,,,,,,10,5,15,,,,,334,205,330,
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Ambatomainty,Melaky,2/11/20,1,1,47059,,,,,,11,2,13,1,,,,347,183,338,
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Ambatomainty,Melaky,2/18/20,1,1,47059,,,,,,2,1,3,1,,,,172,90,165,
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Ambatomainty,Melaky,2/25/20,1,1,47059,,,,,,3,1,4,,,,,197,108,194,
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Ambatomainty,Melaky,3/3/20,1,1,47059,,,,,,4,8,12,1,,,,234,122,231,
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Ambatomainty,Melaky,3/10/20,1,1,47059,,,,,,4,1,5,,,,,197,111,197,
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Ambatomainty,Melaky,3/17/20,1,1,47059,,,,,,3,,3,,,,,211,108,208,
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Ambatomainty,Melaky,3/24/20,1,1,47059,,,,,,,4,4,,,,,54,46,54,
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Ambatomainty,Melaky,3/31/20,1,1,47059,,,,,,,3,3,,,,,75,64,75,
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Ambatomainty,Melaky,4/7/20,1,1,47059,,,,,,,3,3,,,,,70,57,62,
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Ambatomainty,Melaky,4/14/20,1,1,47059,,,,,,1,,1,2,,,,67,40,67,
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Ambatomainty,Melaky,4/21/20,1,1,47059,,,,,,1,1,2,,,,,78,45,71,
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Ambatomainty,Melaky,4/28/20,1,1,47059,,,,,,1,,1,,,,,51,35,49,
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Ambatomainty,Melaky,5/5/20,1,1,47059,,,,,,4,,4,,,,,146,68,136,
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Ambatomainty,Melaky,5/12/20,1,1,47059,,,,,,3,1,4,3,,,,127,51,125,
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Ambatomainty,Melaky,5/19/20,1,1,47059,,,,,,1,,1,,,,,135,45,127,
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Ambatomainty,Melaky,5/26/20,1,1,47059,,,,,,,1,1,1,,,,168,32,163,
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Ambatomainty,Melaky,6/2/20,1,1,47059,,,,,,1,,1,,,,,163,42,157,
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Ambatomainty,Melaky,6/16/20,0,1,47059,,,,,,2,2,4,,,,,162,42,157,
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Ambatomainty,Melaky,6/16/20,1,1,47059,,,,,,5,1,6,,,,,142,28,137,
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Ambatomainty,Melaky,6/23/20,1,1,47059,,,,,,1,,1,1,,,,110,24,110,
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Ambatomainty,Melaky,6/30/20,1,1,47059,,,,,,3,3,6,2,,,,196,80,195,
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Ambatomainty,Melaky,7/7/20,1,1,47059,,,,,,10,6,16,1,,,,184,123,178,
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Ambatomainty,Melaky,7/14/20,1,1,47059,,,,,,28,4,32,,,,,200,115,200,
,,,,,,,,,,,,,,,,,,,,,,,,
